C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_25_497.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_25_497.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_25_497.jpg, 0, 0, 0, 7.877396E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_25_603.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_25_603.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_25_603.jpg, 0, 0, 0, 7.826513E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_25_703.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_25_703.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_25_703.jpg, 0, 0, 0, 7.887773E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_25_806.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_25_806.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_25_806.jpg, 0, 0, 0, 7.917823E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_25_912.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_25_912.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_25_912.jpg, 0, 0, 0, 7.793784E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_012.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_012.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_012.jpg, 0, 0, 0, 7.889536E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_116.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_116.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_116.jpg, 0, 0, 0, 7.77855E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_225.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_225.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_225.jpg, 0, 0, 0, 7.874227E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_336.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_336.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_336.jpg, 0, 0, 0, 7.842176E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_445.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_445.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_445.jpg, 0, 0, 0, 8.102737E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_549.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_549.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_549.jpg, 0, 0, 0, 7.889501E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_651.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_651.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_651.jpg, 0, 0, 0, 7.831791E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_766.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_766.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_766.jpg, 0, 0, 0, 7.815195E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_875.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_875.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_875.jpg, 0, 0, 0, 7.80867E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_26_989.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_26_989.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_26_989.jpg, 0, 0, 0, 7.82387E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_096.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_096.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_096.jpg, 0, 0, 0, 7.999163E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_200.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_200.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_200.jpg, 0, 0, 0, 7.80562E-05
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_314.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_314.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_314.jpg, 0, 0.1927722, 0, 0.1402282
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_424.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_424.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_424.jpg, 0, 0.5587251, 0, 0.6723263
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_535.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_535.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_535.jpg, 0, 0.8532612, 0, 1.57954
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_637.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_637.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_637.jpg, 0, 1, 0, 2.752077
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_751.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_751.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_751.jpg, 0, 1, 0, 4.159253
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_858.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_858.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_858.jpg, -0.1073256, 1, 0, 5.321493
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_27_969.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_27_969.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_27_969.jpg, -0.4398702, 1, 0, 6.666147
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_078.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_078.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_078.jpg, -0.2865054, 1, 0, 8.01075
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_184.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_184.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_184.jpg, 0, 1, 0, 9.129651
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_290.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_290.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_290.jpg, 0, 1, 0, 10.24288
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_396.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_396.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_396.jpg, 0, 1, 0, 11.34765
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_510.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_510.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_510.jpg, 0, 1, 0, 12.64213
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_615.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_615.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_615.jpg, -0.1702086, 1, 0, 13.80786
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_724.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_724.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_724.jpg, -0.5434803, 1, 0, 14.94221
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_840.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_840.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_840.jpg, -0.6073613, 1, 0, 16.00945
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_28_947.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_28_947.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_28_947.jpg, -0.2874089, 1, 0, 17.0455
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_29_061.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_29_061.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_29_061.jpg, 0, 1, 0, 18.29844
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_29_172.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_29_172.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_29_172.jpg, 0, 1, 0, 19.30939
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_29_275.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_29_275.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_29_275.jpg, 0, 1, 0, 20.33895
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_29_377.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_29_377.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_29_377.jpg, 0, 1, 0, 21.33476
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_29_479.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_29_479.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_29_479.jpg, 0, 1, 0, 22.5291
C:\Users\pirom\Desktop\Data\IMG\center_2023_06_07_18_52_29_588.jpg, C:\Users\pirom\Desktop\Data\IMG\left_2023_06_07_18_52_29_588.jpg, C:\Users\pirom\Desktop\Data\IMG\right_2023_06_07_18_52_29_588.jpg, -0.1791732, 1, 0, 23.50157
